t, eta
4.804804804804804874e+00,4.088308569728239979e-03
4.864864864864864913e+00,-2.510606717602767088e-02
4.924924924924924952e+00,-5.399894553854719254e-02
4.984984984984984990e+00,-8.245345993633165782e-02
5.045045045045045029e+00,-1.103300400359512184e-01
5.105105105105105068e+00,-1.374813395077274236e-01
5.165165165165165106e+00,-1.637477454144426747e-01
5.225225225225225145e+00,-1.889537468248569663e-01
5.285285285285285184e+00,-2.129054056716211951e-01
5.345345345345345223e+00,-2.353891281870431618e-01
5.405405405405405261e+00,-2.561718820741086811e-01
5.465465465465465300e+00,-2.750029448454614500e-01
5.525525525525525339e+00,-2.916172046824004882e-01
5.585585585585585378e+00,-3.057399690927956049e-01
5.645645645645645416e+00,-3.170931710346103771e-01
5.705705705705705455e+00,-3.254027994752239916e-01
5.765765765765765494e+00,-3.304073239460641465e-01
5.825825825825825532e+00,-3.318668327274219565e-01
5.885885885885885571e+00,-3.295725638143244818e-01
5.945945945945945610e+00,-3.233564784045651619e-01
6.006006006006005649e+00,-3.131005095744364697e-01
6.066066066066065687e+00,-2.987451148985972305e-01
6.126126126126125726e+00,-2.802967714070271343e-01
6.186186186186185765e+00,-2.578340743564602744e-01
6.246246246246245803e+00,-2.315121372569995672e-01
6.306306306306305842e+00,-2.015650384062599165e-01
6.366366366366365881e+00,-1.683061173854991932e-01
6.426426426426426808e+00,-1.321259917249131832e-01
6.486486486486486847e+00,-9.348823708469870819e-02
6.546546546546546885e+00,-5.292275140801625671e-02
6.606606606606606924e+00,-1.101690199311795848e-02
6.666666666666666963e+00,3.159536837153854860e-02
6.726726726726727001e+00,7.424622683516869659e-02
6.786786786786787040e+00,1.162481114144068850e-01
6.846846846846847079e+00,1.569089936136748298e-01
6.906906906906907118e+00,1.955483222374626850e-01
6.966966966966967156e+00,2.315131940542915767e-01
7.027027027027027195e+00,2.641942773524555976e-01
7.087087087087087234e+00,2.930410099442231076e-01
7.147147147147147273e+00,3.175756042484293995e-01
7.207207207207207311e+00,3.374054186103223052e-01
7.267267267267267350e+00,3.522332953841118552e-01
7.327327327327327389e+00,3.618655213783812385e-01
7.387387387387387427e+00,3.662171334458413918e-01
7.447447447447447466e+00,3.653143692535569254e-01
7.507507507507507505e+00,3.592941482028940703e-01
7.567567567567567544e+00,3.484005573925135768e-01
7.627627627627627582e+00,3.329784095466460370e-01
7.687687687687687621e+00,3.134640309679889714e-01
7.747747747747747660e+00,2.903735248187798157e-01
7.807807807807807698e+00,2.642888354753867297e-01
7.867867867867867737e+00,2.358420106260021853e-01
7.927927927927927776e+00,2.056981167594154614e-01
7.987987987987987815e+00,1.745373086695943543e-01
8.048048048048048742e+00,1.430365829665881938e-01
8.108108108108108780e+00,1.118517582340876060e-01
8.168168168168168819e+00,8.160021985234909569e-02
8.228228228228228858e+00,5.284494562709676074e-02
8.288288288288288896e+00,2.608028982379085800e-02
8.348348348348348935e+00,1.719949156855839212e-03
8.408408408408408974e+00,-1.991253359171593976e-02
8.468468468468469013e+00,-3.859045219383655523e-02
8.528528528528529051e+00,-5.418761835454043163e-02
8.588588588588589090e+00,-6.667894923778555638e-02
8.648648648648649129e+00,-7.613796651110922575e-02
8.708708708708709167e+00,-8.273131015059785598e-02
8.768768768768769206e+00,-8.671046476217272869e-02
8.828828828828829245e+00,-8.840098419702178967e-02
8.888888888888889284e+00,-8.818957883671181552e-02
8.948948948948949322e+00,-8.650949647599258385e-02
9.009009009009009361e+00,-8.382468001743038910e-02
9.069069069069069400e+00,-8.061322146957115853e-02
9.129129129129129439e+00,-7.735065080645389668e-02
9.189189189189189477e+00,-7.449359948126216269e-02
9.249249249249249516e+00,-7.246436177616467911e-02
9.309309309309309555e+00,-7.163684330741124096e-02
9.369369369369369593e+00,-7.232433606988013242e-02
9.429429429429429632e+00,-7.476949512833851175e-02
9.489489489489489671e+00,-7.913681566057384487e-02
9.549549549549549710e+00,-8.550782316139872441e-02
9.609609609609609748e+00,-9.387909717777209728e-02
9.669669669669669787e+00,-1.041631531352604639e-01
9.729729729729729826e+00,-1.161921109159385068e-01
9.789789789789789864e+00,-1.297239861335596767e-01
9.849849849849849903e+00,-1.444513536824201250e-01
9.909909909909909942e+00,-1.600120560424794502e-01
9.969969969969969981e+00,-1.760015636069552358e-01
1.003003003003003002e+01,-1.919865431427850433e-01
1.009009009009009006e+01,-2.075191550874428137e-01
1.015015015015015010e+01,-2.221515818649099083e-01
1.021021021021021014e+01,-2.354502883133133551e-01
1.027027027027027017e+01,-2.470095315956743476e-01
1.033033033033033021e+01,-2.564636709438791740e-01
1.039039039039039025e+01,-2.634978760152810739e-01
1.045045045045045029e+01,-2.678568947362658381e-01
1.051051051051051033e+01,-2.693516150083556382e-01
1.057057057057057037e+01,-2.678632369072878050e-01
1.063063063063063041e+01,-2.633449600624326314e-01
1.069069069069069045e+01,-2.558211816109044467e-01
1.075075075075075048e+01,-2.453842902422952443e-01
1.081081081081081052e+01,-2.321892281743212216e-01
1.087087087087087056e+01,-2.164460723538943199e-01
1.093093093093093060e+01,-1.984109559343692208e-01
1.099099099099099064e+01,-1.783757086548727611e-01
1.105105105105105068e+01,-1.566566380882739584e-01
1.111111111111111072e+01,-1.335829012817778272e-01
1.117117117117117076e+01,-1.094849270963156734e-01
1.123123123123123079e+01,-8.468334316148576346e-02
1.129129129129129083e+01,-5.947883801312373042e-02
1.135135135135135087e+01,-3.414334948851947826e-02
1.141141141141141091e+01,-8.912916214548528143e-03
1.147147147147147095e+01,1.601753803482242403e-02
1.153153153153153099e+01,4.049729481643631057e-02
1.159159159159159103e+01,6.442069915460610363e-02
1.165165165165165106e+01,8.772576783703406322e-02
1.171171171171171110e+01,1.103906213381813523e-01
1.177177177177177114e+01,1.324279017518832924e-01
1.183183183183183118e+01,1.538774226688717495e-01
1.189189189189189122e+01,1.747973719773217582e-01
1.195195195195195126e+01,1.952544522112999448e-01
1.201201201201201130e+01,2.153133928075722792e-01
1.207207207207207134e+01,2.350263024039264403e-01
1.213213213213213137e+01,2.544223456108333781e-01
1.219219219219219141e+01,2.734982266044364008e-01
1.225225225225225145e+01,2.922099411574302641e-01
1.231231231231231149e+01,3.104662197445676175e-01
1.237237237237237153e+01,3.281240281941849024e-01
1.243243243243243157e+01,3.449864207045687525e-01
1.249249249249249161e+01,3.608029551988541916e-01
1.255255255255255165e+01,3.752727857669611589e-01
1.261261261261261168e+01,3.880504445936830971e-01
1.267267267267267172e+01,3.987542198822177641e-01
1.273273273273273176e+01,4.069769306528321917e-01
1.279279279279279180e+01,4.122987978153475619e-01
1.285285285285285362e+01,4.143020174196914707e-01
1.291291291291291365e+01,4.125865601369214652e-01
1.297297297297297369e+01,4.067866541499083333e-01
1.303303303303303373e+01,3.965873596308897575e-01
1.309309309309309377e+01,3.817406141848114220e-01
1.315315315315315381e+01,3.620801217157650354e-01
1.321321321321321385e+01,3.375344730678677130e-01
1.327327327327327389e+01,3.081379256445208603e-01
1.333333333333333393e+01,2.740383303458015507e-01
1.339339339339339396e+01,2.355017760823762130e-01
1.345345345345345400e+01,1.929136225328913490e-01
1.351351351351351404e+01,1.467757076774883485e-01
1.357357357357357408e+01,9.769964427950908470e-02
1.363363363363363412e+01,4.639625467546115711e-02
1.369369369369369416e+01,-6.338668661936089702e-03
1.375375375375375420e+01,-5.964195318518400457e-02
1.381381381381381424e+01,-1.126035341537018619e-01
1.387387387387387427e+01,-1.642892701414122858e-01
1.393393393393393431e+01,-2.137654150008000686e-01
1.399399399399399435e+01,-2.601239947081874226e-01
1.405405405405405439e+01,-3.025082812182938174e-01
1.411411411411411443e+01,-3.401375260434652548e-01
1.417417417417417447e+01,-3.723301156294067105e-01
1.423423423423423451e+01,-3.985243396203964616e-01
1.429429429429429455e+01,-4.182960216344853710e-01
1.435435435435435458e+01,-4.313723489643358500e-01
1.441441441441441462e+01,-4.376413503700654073e-01
1.447447447447447466e+01,-4.371566065066881945e-01
1.453453453453453470e+01,-4.301369312721977645e-01
1.459459459459459474e+01,-4.169609294122662568e-01
1.465465465465465478e+01,-3.981565103815872253e-01
1.471471471471471482e+01,-3.743856145984632566e-01
1.477477477477477485e+01,-3.464245794742715212e-01
1.483483483483483489e+01,-3.151407325874597265e-01
1.489489489489489493e+01,-2.814659419843599797e-01
1.495495495495495497e+01,-2.463679731823523178e-01
1.501501501501501501e+01,-2.108205940924082200e-01
1.507507507507507505e+01,-1.757734287425359587e-01
1.513513513513513509e+01,-1.421225854404927491e-01
1.519519519519519513e+01,-1.106830731619686675e-01
1.525525525525525516e+01,-8.216397112039183770e-02
1.531531531531531520e+01,-5.714723167611609339e-02
1.537537537537537524e+01,-3.607087836629776362e-02
1.543543543543543528e+01,-1.921721259388272166e-02
1.549549549549549532e+01,-6.706469333235397234e-03
1.555555555555555536e+01,1.503829924642836619e-03
1.561561561561561540e+01,5.613783015952754536e-03
1.567567567567567544e+01,5.970436685718263393e-03
1.573573573573573547e+01,3.051910662343807531e-03
1.579579579579579551e+01,-2.553118156395032829e-03
1.585585585585585555e+01,-1.016982943363248064e-02
1.591591591591591559e+01,-1.906467823333043293e-02
1.597597597597597563e+01,-2.847480701087809138e-02
1.603603603603603744e+01,-3.763835638545729584e-02
1.609609609609609748e+01,-4.582453839068866691e-02
1.615615615615615752e+01,-5.236233667443915968e-02
1.621621621621621756e+01,-5.666674221698874553e-02
1.627627627627627760e+01,-5.826151949704548583e-02
1.633633633633633764e+01,-5.679762392920020136e-02
1.639639639639639768e+01,-5.206655250312078320e-02
1.645645645645645772e+01,-4.400810010148603624e-02
1.651651651651651775e+01,-3.271220693813507024e-02
1.657657657657657779e+01,-1.841480992302558031e-02
1.663663663663663783e+01,-1.487843816873000860e-03
1.669669669669669787e+01,1.757623228227505122e-02
1.675675675675675791e+01,3.818479034658673471e-02
1.681681681681681795e+01,5.966948187221113309e-02
1.687687687687687799e+01,8.131382361142647230e-02
1.693693693693693803e+01,1.023828339975424578e-01
1.699699699699699806e+01,1.221535445675373394e-01
1.705705705705705810e+01,1.399451673037314103e-01
1.711711711711711814e+01,1.551477033995229404e-01
1.717717717717717818e+01,1.672478318567011957e-01
1.723723723723723822e+01,1.758510159605288226e-01
1.729729729729729826e+01,1.806989085752664093e-01
1.735735735735735830e+01,1.816813180970268948e-01
1.741741741741741833e+01,1.788422089409586468e-01
1.747747747747747837e+01,1.723794454381206154e-01
1.753753753753753841e+01,1.626382367688621600e-01
1.759759759759759845e+01,1.500984931999225225e-01
1.765765765765765849e+01,1.353565502959051536e-01
1.771771771771771853e+01,1.191019479620246402e-01
1.777777777777777857e+01,1.020901557194744680e-01
1.783783783783783861e+01,8.511230604026852331e-02
1.789789789789789864e+01,6.896312670074752904e-02
1.795795795795795868e+01,5.440834538949952670e-02
1.801801801801801872e+01,4.215287151863473386e-02
1.807807807807807876e+01,3.281103965448507742e-02
1.813813813813813880e+01,2.688012663566829649e-02
1.819819819819819884e+01,2.471823282873717234e-02
1.825825825825825888e+01,2.652745165708519579e-02
1.831831831831831892e+01,3.234304695895053039e-02
1.837837837837837895e+01,4.202912292150282059e-02
1.843843843843843899e+01,5.528101562603804364e-02
1.849849849849849903e+01,7.163436886173753237e-02
1.855855855855855907e+01,9.048059055691681785e-02
1.861861861861861911e+01,1.110881307273020729e-01
1.867867867867867915e+01,1.326287876532916965e-01
1.873873873873873919e+01,1.542080456520737719e-01
1.879879879879879923e+01,1.748982836648448058e-01
1.885885885885885926e+01,1.937735757186707930e-01
1.891891891891891930e+01,2.099447370699976112e-01
1.897897897897897934e+01,2.225932563410689402e-01
1.903903903903903938e+01,2.310027948729198588e-01
1.909909909909909942e+01,2.345870282556494768e-01
1.915915915915915946e+01,2.329127478030987575e-01
1.921921921921921950e+01,2.257173258370238078e-01
1.927927927927927954e+01,2.129198704716729895e-01
1.933933933933933957e+01,1.946256441083998867e-01
1.939939939939939961e+01,1.711235849272841614e-01
1.945945945945945965e+01,1.428770414907461483e-01
1.951951951951951969e+01,1.105080961203643991e-01
1.957957957957957973e+01,7.477610217716212926e-02
1.963963963963963977e+01,3.655128366215112251e-02
1.969969969969969981e+01,-3.215566337357214210e-03
1.975975975975975985e+01,-4.352610640682447879e-02
1.981981981981981988e+01,-8.336890779209160662e-02
1.987987987987987992e+01,-1.217540316818534057e-01
1.993993993993993996e+01,-1.577464074600578858e-01
2.000000000000000000e+01,-1.904967580348620459e-01
2.006006006006006004e+01,-2.192689296659744158e-01
2.012012012012012008e+01,-2.434626399099493466e-01
2.018018018018018012e+01,-2.626308515412215105e-01
2.024024024024024015e+01,-2.764912042032989237e-01
2.030030030030030019e+01,-2.849311795418638660e-01
2.036036036036036023e+01,-2.880069293499542549e-01
2.042042042042042027e+01,-2.859359491771044648e-01
2.048048048048048031e+01,-2.790840214226926741e-01
2.054054054054054035e+01,-2.679470722343215705e-01
2.060060060060060039e+01,-2.531287766605438971e-01
2.066066066066066043e+01,-2.353148989353929521e-01
2.072072072072072046e+01,-2.152454636629501095e-01
2.078078078078078050e+01,-1.936859151146540503e-01
2.084084084084084054e+01,-1.713984340131287920e-01
2.090090090090090058e+01,-1.491145443572477469e-01
2.096096096096096062e+01,-1.275100594410819854e-01
2.102102102102102066e+01,-1.071832906081243153e-01
2.108108108108108070e+01,-8.863728059369518908e-02
2.114114114114114074e+01,-7.226663314751123612e-02
2.120120120120120077e+01,-5.834930072326876410e-02
2.126126126126126081e+01,-4.704347182567896607e-02
2.132132132132132085e+01,-3.838947887312769286e-02
2.138138138138138089e+01,-3.231643578938424993e-02
2.144144144144144093e+01,-2.865312104608314092e-02
2.150150150150150097e+01,-2.714245465736224092e-02
2.156156156156156101e+01,-2.745878349415612277e-02
2.162162162162162105e+01,-2.922709347327479348e-02
2.168168168168168108e+01,-3.204321311862812216e-02
2.174174174174174112e+01,-3.549406219903592646e-02
